UUID,Nav code,Nom du Produit,Concept mapping,"Dosage Form (Tablet, etc)"
b6ab8392-2575-44be-b107-23d5e5986679,11248,"Ondansetron hydrochloride, Solution for injection, 2mg/mL, 2mL ampoule",CIEL:81073,
0962492b-295e-4f61-8d7b-717a61f43997,11059,"Aciclovir, 200mg tablet",CIEL:70245,
477cbb97-2ea4-4fde-b32f-e6a3dd668c2b,10276,"Ranitidine, 150mg film coated tablet",PIH:923,
e0990a28-7f3a-4941-9788-50710a93074e,12219,"Isosorbide dinitrate, 10mg tablet",CIEL:78305,
09b9f018-6aa5-4bcf-9292-d74e07707591,11210,"Sodium valproate, 200mg enteric coated tablet",CIEL:84114,
355b9a8a-6e4e-4db8-a2cd-64f61456ef53,20827,"Sodium valproate, Solution for injection, 100mg/mL, 5mL vial",CIEL:84114,
11341840-45ed-476b-8deb-eb3eafb8235f,12210,"Dexamethasone, 500 microgram tablet",CIEL:74609,
fd58488b-b6ee-4a73-bf77-ab1eb44ec0b7,12357,"Fluphenazine (Oily) decanoate, Solution for depot injection, 25mg/mL, 1mL ampoule",CIEL:76558,
cd09b1b3-ceed-436c-bb57-3e5ca1684c86,14145,"Mirtazapine, 15mg tablet",CIEL:79982,
95dbfe7e-68ac-485c-af73-9057cbe591b2,14146,"Mirtazapine, 30mg tablet",CIEL:79982,
9c9f85ed-945a-4701-9c4e-1548023e68de,13797,"Olanzapine, 5mg film coated tablet",CIEL:81025,
6192369d-c0fe-4d11-86b9-7765940ae73d,13798,"Olanzapine, 10mg film coated tablet",CIEL:81025,
34dd5905-c28d-4cf8-8ebe-0b83e5093e17,10621,"Phenytoin sodium, 100mg film coated tablet",CIEL:82024,
d8297181-0a3f-48fc-89c5-cc283e5a8d42,10313,"Phenytoin sodium, Solution for injection, 50mg/mL, 5mL ampoule",CIEL:82024,
66ca3d3e-f594-403b-823c-8b6104738b6f,12568,"Quetiapine fumarate, 100mg film coated tablet",CIEL:82990,
bb5094d6-efdd-458e-ab4e-f9916cd904ab,12239,"Risperidone, 2mg tablet",CIEL:83405,
8893bad4-a63d-4da6-9d10-96f709b20173,12129,"Trihexyphenidyl, 2mg tablet",CIEL:85463,
01f14854-8305-4b12-8a52-3e01555fd66e,10985,"Simvastatin, 20mg tablet",CIEL:83936,
1779f27f-0272-41da-a242-c6851a9aef6d,11309,"Warfarin sodium, 5mg tablet",CIEL:86417,
77077171-df0f-43c8-9a6b-245914fc143b,10290,"Insulin, Solution for injection, Neutral human, 70/30 (Mixtard), 100IU/mL, 10mL vial",PIH:6746,
def06cd2-c046-4afc-9a49-475d3481cbcf,11265,"Insulin, Solution for injection, Neutral human, Regular (Rapid-Acting), 100IU/mL, 10mL vial",CIEL:78082,
568b5484-1f52-424a-a45d-3f1c9e0d92d6,10442,"Insulin, Solution for injection, Neutral human, NPH (Lente/Isophane), 100IU/mL, 10mL vial",CIEL:78068,
843b0d53-579b-45a6-9a9a-3b9024c7cfe9,11886,"Dextrose 5% in Sodium chloride 0.9%, Intravenous infusion, 500mL nipple head bottle",CIEL:162857,
09c8cd20-3d4f-45bb-8192-b8d14b7f7fb6,10129,"Dextrose, 10% Intravenous infusion, 500mL flex bag with additive port",CIEL:161922,
7b041f38-24cf-4f3b-ae97-6d17a2b5f864,11553,"Dextrose 5%, Intravenous infusion, 500mL nipple head bottle",CIEL:161250,
e412db6c-f58e-4c9e-abe6-4dac164fe525,10599,"Dextrose (Glucose), Hypertonic solution for injection, 50% (500mg/mL), 50mL vial",CIEL:104745,
e7691ff0-a3cd-4ee3-bb39-cbe99f2c488d,10225,"Potassium chloride, Solution for injection, 10%, (100mg/mL), 10mL ampoule",CIEL:82350,
4289fb04-999f-47f7-8f4c-7591870be8c9,11604,"Sodium chloride, 0.9% Intravenous infusion, 100mL nipple head bottle",CIEL:80804,
756555cf-2163-4a2c-99f4-c62c5b0e23d0,11923,"Morphine hydrochloride, Solution for injection, 10mg/ml, 1mL ampoule",CIEL:80107,
3d637104-b020-4bca-920c-08d1537e5a15,10962,"Paracetamol, Oral solution, 120mg/5mL, 60mL bottle",CIEL:70116,
f588e356-42a6-4180-9d8e-405acce150d6,12498,"Amoxicillin 500mg + clavulanic acid 100mg, Powder for solution for injection, vial",CIEL:450,
16837210-79c4-4909-9747-d9af46b93f0b,11342,"Amoxicillin, Powder for oral suspension, 125mg/5mL, 100mL bottle",CIEL:71160,
0bf45aa3-b0e6-48c6-80ed-61ceb29eda15,13143,"Azithromycin, 250mg tablet",CIEL:71780,
f90d02b1-4f09-4ab7-af81-24a2318ea782,11306,"Clindamycin hydrochloride, 150mg capsule",CIEL:73547,
e0389253-0b50-4344-8c11-02d8f4968b8f,11840,"Miconazole nitrate, Skin cream, 2%, 30 gram tube",CIEL:79833,
13c36efa-f117-4554-8461-53d0c078fe96,11323,"Adrenaline (Epinephrine), Solution for injection, 1mg/mL (1:1,000), 1mL ampoule",CIEL:154365,
cd45f669-a824-4390-8302-9e9c8fd3082d,10781,"Atropine sulfate, Solution for injection, 1mg/mL, 1mL ampoule",CIEL:71682,
019e2cdc-7526-4165-b1b4-59400c421e68,11497,"Dopamine hydrochloride, Solution for injection, 40mg/mL, 5mL ampoule",CIEL:75178,
46aadfce-b785-4989-9b0e-811238b9a775,11752,"Calamine, Skin lotion, 15%, 100mL bottle",CIEL:493,
bf9be2db-d826-4bc1-bb0c-ca09b99e0b85,10104,"Plasma substitute, Gelatin 4%, 500mL bottle",CIEL:84388,
e083cf51-8b51-40a8-b837-4fe6cdab0dac,10564,"Naloxone hydrochloride, Solution for injection, 400 microgram/mL, 1mL ampoule",CIEL:80368,
9c2958f7-90c4-488f-8741-445c0bae15ee,10754,"Beclomethasone, Solution for inhalation, 50 microgram/actuation, 200 dose metered dose inhaler ",CIEL:71916,
eb67264d-768e-4dd8-a47c-20cd7481c531,11769,"Salbutamol sulfate, Solution for nebulisation, 5mg/mL, 30mL bottle",CIEL:70461,
2718848c-e069-4ae0-a476-fbe0a1a5ad82,11203,"Povidone iodine, 10%, 200mL bottle",CIEL:82384,
22744753-9e10-4f93-a324-378f737a7c39,11919,"Aciclovir, Powder for solution for infusion, 250mg vial",CIEL:70245,
c99b9b0e-2d8a-4cb1-8ab3-0ea8c7715d9d,11709,"Silver sulfadiazine, Skin cream, 1% (10mg/gram), 500 gram tube",CIEL:83920,
9b522f67-2486-455b-ad73-e84182733504,12371,"Cloxacillin sodium, Powder for solution for injection, 500mg vial",CIEL:73629,
69e40ed3-d1f0-43d1-8b91-423cf7daf087,14044,"Furosemide, 20mg tablet",CIEL:76734,
0fa4f986-7c0d-4105-87a9-5379d45672ce,10335,"Ampicillin, Powder for solution for injection, 500mg vial",CIEL:71188,
49a07032-9fe2-4c49-958e-97c3ada8e223,10059,"Clindamycin phosphate, Solution for injection, 150mg/mL, 4mL ampoule",CIEL:73550,
b46c6f06-3ea1-46cd-a6e9-70855d950916,20824,"Diclofenac sodium, Solution for injection, 25mg/mL, 3mL ampoule",CIEL:74782,
cb150b20-c2bc-4555-a88c-36e1029032c3,10501,"Tramadol hydrochloride, Solution for injection, 50mg/mL, 2mL ampoule",CIEL:85276,
d75c69a0-bd7d-424c-9926-0ba371efe9f4,12157,"Benzylbenzoate, Skin lotion, 25%, 200mL bottle",CIEL:409,
e3c1533d-d1d3-4bdb-9a49-2095880197dd,11730,"Cyanocobalamin (Vitamin B12), Solution for injection, 1mg/mL, 1mL ampoule",CIEL:86340,
4bb669d6-8222-4e82-9302-c5df24cfd5e1,11007,"Mannitol, Intravenous infusion, 20 grams/100mL (20%), 500mL bottle",CIEL:161924,
1f84a252-b6ff-4816-a0ea-16bc42c423c4,11300,"Potassium chloride, 600mg (8mEq) slow release tablet",CIEL:82350,
34c1e7ab-80a7-489a-8eb7-074661b250b1,11154,"Bupivacaine hydrochloride, Solution for injection, 0.5% (5mg/mL), 20mL vial",CIEL:72506,
95c75f93-5b3b-4ca6-93d5-9d0db0130f20,12361,"Halothane, Inhalation liquid, 250mL bottle",CIEL:77343,
5efd3b70-e70c-49d1-ac2c-d6d0bbb28634,10340,"Isoflurane, Inhalation liquid, 250mL bottle",CIEL:78258,
be98f7c3-a42e-48a6-a073-b78e392df8fc,10473,"Propofol, Solution for injection, 10mg/mL, 20mL ampoule",CIEL:82726,
881f7515-f318-444d-821b-dd34cba5f9b6,10092,"Charcoal, Activated, Granules for oral suspension, 50 gram bottle",CIEL:70229,
ed2113de-4d20-41bb-b0b3-fa87e6d69944,12610,"Fluconazole, Solution for infusion, 2mg/mL, 100mL vial",CIEL:76488,
de52fb2b-88a6-4698-a0e8-cdae066cee07,12372,"Atracurium besylate, Solution for injection, 10mg/mL, 5mL ampoule",CIEL:71671,
a114a69a-3b5b-4d39-a4ea-e6a28b90f80f,12313,"Dantrolene sodium, Lyophilized powder for solution for injection, 20mg vial",CIEL:74246,
50d19d57-0387-43f8-afda-c45207a0fbb8,12369,"Doxazosin mesylate, 2mg tablet",CIEL:75209,
1dd4834a-e86d-4de0-8eb9-91a8b08bf02f,10561,"Ephedrine hydrochloride, Solution for injection, 30mg/mL, 1mL ampoule",CIEL:75722,
4e3eac14-bcc1-4569-b8ff-1cddd9f05165,10364,"Neostigmine metilsulfate, Solution for injection, 500 microgram/mL, 1mL ampoule",CIEL:80534,
0843ff09-29e0-4076-99ef-2a6f0c8bcb67,11216,"Nitroglycerin, 500 microgram sublingual tablet",CIEL:80704,
b31e8340-846f-499d-8355-e9978983f583,11079,"Propylthiouracil, 50mg tablet",CIEL:82743,
7e342f10-b26f-4ec2-a22c-09bd1429d203,11747,"Condom, Male, Latex, with lubricant",CIEL:190,
f2f89339-e21f-49b3-8fa8-a28a496d5723,12365,"Chlorhexidine gluconate, 5% concentrated solution, 1L bottle",CIEL:73265,
f59e2729-faeb-46b2-981a-881a8f24d2a1,12885,"Acetylsalicylic acid, 75mg dispersible tablet",CIEL:71617,
4728aa84-9962-4350-ba9e-50e195b129c2,12660,"Amlodipine besylate, 10mg tablet",CIEL:71138,
219359c9-841e-48ec-bf13-a7d41819fbf9,12167,"Bisoprolol fumarate, 5mg tablet",CIEL:72248,
75007c92-0e76-44d9-8adf-da1a571ba347,18238,"Bisoprolol fumarate, 10mg tablet",CIEL:72248,
24340814-16d2-430a-996f-ae49fc906110,11315,"Cimetidine, Solution for injection, 100mg/mL, 2mL ampoule",CIEL:73419,
134e3d9c-18fe-40c0-8f0e-229af4988a94,12679,"Enoxaparin, Solution for injection, 8,000 IU (80mg/0.8mL), 0.8mL pre-filled syringe",CIEL:75687,
2b15ae0e-4f08-48c3-a849-1a820c6cc331,13164,"Tranexamic acid, 500mg tablet",CIEL:85286,
8535b93e-cacf-4de2-bf42-84abf8e72782,10724,"Hydroxycarbamide, 500mg capsule",CIEL:77795,
b8191e4b-e474-4b5e-b258-a9f2a70ebfc8,18023,"Insulin, Solution for injection, Glargine, 100IU/mL, 3mL prefilled pen (Lantus Solostar)",CIEL:78064,
6f83bf12-eeb6-4828-9a7d-ed06cf516e7a,11555,"Tranexamic acid, Solution for injection, 100mg/mL, 5mL ampoule",CIEL:85286,
8c2b450b-7676-46f0-91bb-0038b9f6ea17,18024,"Insulin, Solution for injection, Neutral human, 70/30 (Mixtard), 100IU/mL, 3mL prefilled pen",CIEL:159459,
b9a84f66-c242-4236-b535-97f442c870cb,10610,"Rabies, Immunoglobulin, Equine, 200 IU/mL, 5mL vial",CIEL:71391,
dd6a5b8f-bf7c-4680-9e30-0527a592fb5d,10693,"Sodium chloride, 0.9% Intravenous infusion, 1000mL flex bag with additive port",CIEL:84047,
0c43e428-433f-4e96-91f0-277ccc408e6c,11623,"Levothyroxine sodium, 100 microgram tablet",CIEL:78809,
640c6d82-b135-433b-9d79-9dc54ab7bf06,10721,"Ipratropium bromide, Solution for nebulisation, 250 microgram/mL, 1mL ampoule",CIEL:78200,
f102d5c2-0844-423b-b2f6-33dc1b249f46,10615,"Ketamine hydrochloride, Solution for injection, 50mg/mL, 10mL vial",CIEL:78468,
fdac7224-ffeb-4c4b-93be-225fefdddbf2,10293,"Labetalol, Solution for injection, 5mg/mL, 20mL vial",CIEL:78599,
77a3b355-ccec-4ec6-9a60-88af0667c25a,18181,"Ipratropium bromide, Solution for inhalation, 20 microgram/actuation, 200 dose inhaler",CIEL:78200,
1eb3f203-ecf6-4453-8225-396b7ed801e0,11439,"Methylergometrine, Solution for injection, 200 microgram/mL, 1mL ampoule",CIEL:79729,
36e2ce91-dc9d-4fd5-8963-bc4d24f4d6d5,10959,"Nystatin, 500,000 IU oral tablet",CIEL:80945,
15413c3c-33ad-4af2-a492-042e51502e62,12322,"Ferrous sulfate, 200mg (eq. 65mg elemental Fe) tablet",CIEL:76342,
cf3475bc-b3d7-4b37-b30f-aca93cdc81c7,10385,"Cimetidine, 200mg tablet",CIEL:73419,
93cec131-2be6-4131-ae85-5303ad395047,11733,"Metoclopramide hydrochloride, 10mg tablet",CIEL:79757,
fcd0306e-3195-4f8d-8b3d-6478b62a07cc,14577,"Chlorhexidine digluconate, Umbilical cord care solution, 7.1% (delivering 4% chlorhex.), 10mL bottle",CIEL:73265,
c8ba2c0c-0827-4600-8c0f-5e4854c81579,20816,"Sodium Chloride, 0.9% intravenous infusion, 1000mL euro head bottle",CIEL:84047,
57c69df3-15c4-4b7d-a18c-332800f00c24,14497,"Lidocaine hydrochloride, Solution for injection, 1%, 5mL vial",CIEL:78850,
925d177b-d2d0-4ea7-9fe4-9b6e0cbff58d,21005,"Misoprostol, 25 microgram tablet",CIEL:79984,
ee52c057-9a1a-48da-8ca2-d3c7b0808474,11611,"Enoxaparin, Solution for injection, 10,000 IU (100mg/mL), 1mL pre-filled syringe",CIEL:75687,
0c72529a-daa1-433c-bd3c-573d0ed4a61e,21176,"Dexamethasone sodium phosphate, Solution for injection, 4mg/mL, 2mL vial",CIEL:74614,
480ddae8-d7c1-4e6a-8e8c-fa51d6c61dbc,11466,"Midazolam hydrochloride, Solution for injection, 5mg/mL, 1mL ampoule",CIEL:79854,
bd0adf3e-11f1-4dfd-8a18-be651c8c2599,12671,"Citalopram, 20mg tablet",CIEL:73461,
7b8ea0bf-e023-4238-bbbd-aaf4429be631,13795,"Flupenthixol (Oily) decanoate, Solution for depot injection, 20mg/mL, 1mL ampoule",CIEL:76556,
399c70e3-5a87-445a-9370-1d8ae081c424,11799,"Gabapentin, 400mg capsule",CIEL:76750,
e25a6291-209d-41b4-83ad-28e2fd4c568c,13203,"Lamotrigine, 50mg tablet",CIEL:78644,
70f1bf74-67df-4fe5-a043-a4202136c6e4,20856,"Fluphenazine, 10mg tablet",CIEL:76558,
37762747-7a31-4788-a408-b7a3cb350806,20857,"Fluphenazine, 2.5mg tablet",CIEL:76558,
64cee8e6-3263-49c7-b622-9b95eff36b43,12312,"Chlorpromazine hydrochloride, 100mg film coated tablet",CIEL:73331,
6ae937dd-d13a-4c8c-acbf-72c046f4dcf6,14391,"Chlorhexidine digluconate, Umbilical cord care solution, 7.1% (delivering 4% chlorhex.), 15mL bottle",CIEL:73265,
e44e261f-aeed-4125-9acb-8f6653c36fc0,24308,"Amoxicillin 500mg + clavulanic acid solution for injection 1 gram vial",CIEL:450,
cb4b72e6-0508-48b3-8e87-89db713b8db6,10832,"Lidocaine hydrochloride 1% + Adrenaline 1:200,000, 20mL vial",CIEL:104584,
742014cb-a3b0-4fad-aa23-b7474fe35cbe,18021,"Insulin, Solution for injection, Glulsine, 100 IU/mL, 3mL prefilled pen (Apidra Solostar)",CIEL:78065,
84c7d844-a8a2-4484-af25-ab0291c995d4,11290,"Prednisolone, 20mg tablet",CIEL:82446,
83d526fd-c427-4995-a804-07e1a9631a34,12252,"Calamine, Skin lotion, 15%, 500mL bottle",CIEL:493,
fb404654-d27f-4809-bdc7-c6ef508114b4,11875,"Multivitamin, Prenatal, Tablet",CIEL:461,
882763fb-a63d-46f1-8979-1578c0da90d6,11836,"Morphine sulfate, 30mg CONTROLLED release tablet",CIEL:80109,
9765afdc-310d-41fb-a09f-be9a581b0d75,12755,"Emtricitabine (FTC) 200mg + Tenofovir disoproxil fumarate (TDF) 245mg tablet",CIEL:104567,
3026603f-bf52-44c2-b322-5753d0e654bc,10957,"Fentanyl citrate, Solution for injection, 50 microgram/mL, 2mL ampoule",CIEL:76273,
9f7ece85-51c3-465b-bdc3-a0646db118b9,10219,"Thiopental, Powder for solution for injection, 500mg vial",CIEL:85015,
9415d93e-83e8-4d31-978d-bdecd5d720af,11031,"Suxamethonium chloride, Solution for injection, 50mg/mL, 2mL ampoule",CIEL:84583,
e479dcce-3c76-4939-9dfd-02c4b7a649be,11782,"Vecuronium bromide, Powder for solution for injection, 10mg vial",CIEL:86145,
